"Participant_ID","State","Rule_type","Rule_order","pre_test_level","Pre_Test","Post_Test","Problem","ProblemStep","TrueTimeSpentOnStep","TimeSpent","Gain","n_gain"
"thinkaloudp0405","Rule_following","R7",1,"high",0.67,1,7,3,42.8289999961853,30.272,0.33,1
"thinkaloudp0405","Rule_following","R3",4,"high",0.67,1,7,1,28.1529998779297,20.536,0.33,1
"thinkaloudp0405","Rule_following","R6",2,"high",0.67,1,8,2,24.9390001296997,14.651,0.33,1
"thinkaloudp0405","Rule_following","R1",3,"high",0.67,1,3,1,22.4709997177124,20.078,0.33,1
"thinkaloudp0405","Rule_following","R3",6,"high",0.67,1,9,1,23.1590001583099,17.443,0.33,1
"thinkaloudp0405","Rule_following","R2",1,"high",0.67,1,1,2,21.9249999523163,14.487,0.33,1
"thinkaloudp0405","Rule_following","R2",3,"high",0.67,1,3,2,19.9630000591278,8.094,0.33,1
"thinkaloudp0405","Rule_following","R6",1,"high",0.67,1,7,2,39.4400000572205,19.206,0.33,1
"thinkaloudp0405","Rule_following","R1",2,"high",0.67,1,2,1,20.2939999103546,15.039,0.33,1
"thinkaloudp0405","Rule_following","R4",2,"high",0.67,1,4,2,22.2679998874664,12.558,0.33,1
"thinkaloudp0405","Rule_following","R5",3,"high",0.67,1,6,3,16.0450000762939,10.976,0.33,1
"thinkaloudp0405","Rule_following","R4",6,"high",0.67,1,6,2,18.4200000762939,10.745,0.33,1
"thinkaloudp0405","Rule_following","R3",3,"high",0.67,1,3,3,14.0030000209808,12.183,0.33,1
"thinkaloudp0405","Rule_following","R3",1,"high",0.67,1,1,3,21.1859998703003,10.477,0.33,1
"thinkaloudp0405","Rule_following","R4",5,"high",0.67,1,6,1,29.4430000782013,18.706,0.33,1
"thinkaloudp0405","Rule_following","R5",2,"high",0.67,1,5,3,20.0220000743866,12.392,0.33,1
"thinkaloudp0405","Rule_following","R6",4,"high",0.67,1,9,3,21.5710000991821,12.335,0.33,1
"thinkaloudp0405","Rule_following","R2",2,"high",0.67,1,2,2,21.3010001182556,13.17,0.33,1
"thinkaloudp0405","Rule_following","R3",2,"high",0.67,1,2,3,41.9739999771118,4.194,0.33,1
"thinkaloudp0405","Rule_following","R3",5,"high",0.67,1,8,1,22.5440001487732,17.877,0.33,1
"thinkaloudp0405","Rule_following","R4",3,"high",0.67,1,5,1,37.7920000553131,30.14,0.33,1
"thinkaloudp0405","Rule_search","R3",2,"high",0.67,1,2,3,41.9739999771118,5.56,0.33,1
"thinkaloudp0405","Rule_search","R4",1,"high",0.67,1,4,1,121.644000053406,51.215,0.33,1
"thinkaloudp0405","Rule_search","R5",1,"high",0.67,1,4,3,93.212000131607,8.902,0.33,1
"thinkaloudp0405","Rule_violation","R3",2,"high",0.67,1,2,3,41.9739999771118,23.392,0.33,1
"thinkaloudp0421","Follow_wrong","R4",1,"high",0.67,0.83,4,1,49.930999994278,5.345,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R6",4,"high",0.67,0.83,9,3,16.076000213623,5.075,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R4",2,"high",0.67,0.83,4,2,10.720999956131,2.006,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R4",5,"high",0.67,0.83,6,1,13.5629999637604,5.314,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R5",2,"high",0.67,0.83,5,3,11.8359999656677,3.882,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R3",3,"high",0.67,0.83,3,3,11.9960000514984,2.802,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R7",3,"high",0.67,0.83,9,4,19.7960000038147,4.107,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R1",3,"high",0.67,0.83,3,1,14.5800001621246,6.18,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R7",2,"high",0.67,0.83,8,3,11.9189999103546,2.42,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R4",1,"high",0.67,0.83,4,1,49.930999994278,6.626,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R4",3,"high",0.67,0.83,5,1,16.4770002365112,4.355,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R3",6,"high",0.67,0.83,9,1,20.510999917984,8.432,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R6",3,"high",0.67,0.83,9,2,15.3220000267029,1.045,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R3",5,"high",0.67,0.83,8,1,24.3139998912811,4.49,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R5",1,"high",0.67,0.83,4,3,13.2739999294281,6.625,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R4",6,"high",0.67,0.83,6,2,11.1180000305176,2.737,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R3",2,"high",0.67,0.83,2,3,19.0190000534058,4.585,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R4",4,"high",0.67,0.83,5,2,12.2859997749329,2.107,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R7",1,"high",0.67,0.83,7,3,19.7179999351501,3.399,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R6",2,"high",0.67,0.83,8,2,21.239000082016,0.841,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R6",1,"high",0.67,0.83,7,2,29.9400000572205,7.633,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R3",4,"high",0.67,0.83,7,1,19.0749998092651,6.769,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R1",1,"high",0.67,0.83,1,1,7.88100004196167,4.436,0.16,0.484848484848485
"thinkaloudp0421","Reading_question","R5",3,"high",0.67,0.83,6,3,16.5720000267029,2.767,0.16,0.484848484848485
"thinkaloudp0421","Rule_discovery","R4",1,"high",0.67,0.83,4,1,49.930999994278,11.207,0.16,0.484848484848485
"thinkaloudp0421","Rule_discovery","R5",3,"high",0.67,0.83,6,3,16.5720000267029,1.625,0.16,0.484848484848485
"thinkaloudp0421","Rule_discovery","R3",2,"high",0.67,0.83,2,3,19.0190000534058,1.818,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R1",1,"high",0.67,0.83,1,1,7.88100004196167,2.866,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R6",1,"high",0.67,0.83,7,2,29.9400000572205,21.641,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R1",3,"high",0.67,0.83,3,1,14.5800001621246,7.985,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R7",2,"high",0.67,0.83,8,3,11.9189999103546,8.693,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R3",2,"high",0.67,0.83,2,3,19.0190000534058,2.162,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R3",5,"high",0.67,0.83,8,1,24.3139998912811,19.097,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R5",3,"high",0.67,0.83,6,3,16.5720000267029,2.381,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R5",1,"high",0.67,0.83,4,3,13.2739999294281,5.822,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R1",2,"high",0.67,0.83,2,1,21.2420001029968,19.749,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R4",2,"high",0.67,0.83,4,2,10.720999956131,7.739,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R7",1,"high",0.67,0.83,7,3,19.7179999351501,15.395,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R5",2,"high",0.67,0.83,5,3,11.8359999656677,7.134,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R6",3,"high",0.67,0.83,9,2,15.3220000267029,13.9,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R4",6,"high",0.67,0.83,6,2,11.1180000305176,7.812,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R3",3,"high",0.67,0.83,3,3,11.9960000514984,8.045,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R3",6,"high",0.67,0.83,9,1,20.510999917984,11.436,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R4",3,"high",0.67,0.83,5,1,16.4770002365112,11.593,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R6",2,"high",0.67,0.83,8,2,21.239000082016,19.77,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R3",4,"high",0.67,0.83,7,1,19.0749998092651,11.611,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R4",5,"high",0.67,0.83,6,1,13.5629999637604,7.444,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R4",4,"high",0.67,0.83,5,2,12.2859997749329,9.891,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R6",4,"high",0.67,0.83,9,3,16.076000213623,9.934,0.16,0.484848484848485
"thinkaloudp0421","Rule_following","R7",3,"high",0.67,0.83,9,4,19.7960000038147,14.846,0.16,0.484848484848485
"thinkaloudp0421","Rule_search","R4",1,"high",0.67,0.83,4,1,49.930999994278,26.002,0.16,0.484848484848485
"thinkaloudp0421","Rule_search","R5",3,"high",0.67,0.83,6,3,16.5720000267029,2.347,0.16,0.484848484848485
"thinkaloudp0421","Rule_search","R3",2,"high",0.67,0.83,2,3,19.0190000534058,6.859,0.16,0.484848484848485
"thinkaloudp0421","Rule_violation","R3",2,"high",0.67,0.83,2,3,19.0190000534058,2.289,0.16,0.484848484848485
"thinkaloudp0421","Rule_violation","R5",3,"high",0.67,0.83,6,3,16.5720000267029,6.374,0.16,0.484848484848485
"thinkaloudp0501","Follow_wrong","R4",1,"low",0.33,0.67,4,1,108.735000133514,29.214,0.34,0.507462686567164
"thinkaloudp0501","Follow_wrong","R2",1,"low",0.33,0.67,1,2,48.1749999523163,6.685,0.34,0.507462686567164
"thinkaloudp0501","Follow_wrong","R5",1,"low",0.33,0.67,4,3,35.970999956131,10.581,0.34,0.507462686567164
"thinkaloudp0501","Follow_wrong","R1",1,"low",0.33,0.67,1,1,55.2400000095367,8.166,0.34,0.507462686567164
"thinkaloudp0501","Follow_wrong","R7",1,"low",0.33,0.67,7,3,61.7690000534058,30.579,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R4",4,"low",0.33,0.67,5,2,15.1440000534058,2.706,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R3",4,"low",0.33,0.67,7,1,27,15.415,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R7",2,"low",0.33,0.67,8,3,40.521999835968,4.141,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R6",4,"low",0.33,0.67,9,3,25.1170001029968,12.175,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R4",3,"low",0.33,0.67,5,1,39.691999912262,5.127,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R3",6,"low",0.33,0.67,9,1,21.893000125885,7.878,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R6",3,"low",0.33,0.67,9,2,27.3349997997284,6.057,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R3",2,"low",0.33,0.67,2,3,18.4079999923706,4.329,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R1",1,"low",0.33,0.67,1,1,55.2400000095367,12.602,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R7",1,"low",0.33,0.67,7,3,61.7690000534058,5.128,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R3",5,"low",0.33,0.67,8,1,24.0320000648499,4.684,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R6",2,"low",0.33,0.67,8,2,21.0729999542236,10.499,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R2",1,"low",0.33,0.67,1,2,48.1749999523163,4.629,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R5",1,"low",0.33,0.67,4,3,35.970999956131,13.008,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R3",3,"low",0.33,0.67,3,3,8.40899991989136,1.962,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R4",6,"low",0.33,0.67,6,2,11.2269999980927,3.37,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R5",3,"low",0.33,0.67,6,3,18.7179999351501,7.898,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R4",2,"low",0.33,0.67,4,2,13.7879998683929,3.635,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R1",3,"low",0.33,0.67,3,1,15.5240001678467,9.239,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R6",1,"low",0.33,0.67,7,2,24.5490000247955,13.787,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R2",2,"low",0.33,0.67,2,2,9.91400003433228,3.198,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R3",1,"low",0.33,0.67,1,3,12.6460001468658,5.733,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R7",3,"low",0.33,0.67,9,4,41.1839997768402,5.86,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R4",5,"low",0.33,0.67,6,1,17.2180001735687,5.201,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R1",2,"low",0.33,0.67,2,1,17.7619998455048,10.819,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R5",2,"low",0.33,0.67,5,3,26.460000038147,4.058,0.34,0.507462686567164
"thinkaloudp0501","Reading_question","R4",1,"low",0.33,0.67,4,1,108.735000133514,5.707,0.34,0.507462686567164
"thinkaloudp0501","Rule_discovery","R2",1,"low",0.33,0.67,1,2,48.1749999523163,7.961,0.34,0.507462686567164
"thinkaloudp0501","Rule_discovery","R5",1,"low",0.33,0.67,4,3,35.970999956131,7.019,0.34,0.507462686567164
"thinkaloudp0501","Rule_discovery","R1",1,"low",0.33,0.67,1,1,55.2400000095367,8.43,0.34,0.507462686567164
"thinkaloudp0501","Rule_discovery","R4",1,"low",0.33,0.67,4,1,108.735000133514,9.665,0.34,0.507462686567164
"thinkaloudp0501","Rule_discovery","R7",1,"low",0.33,0.67,7,3,61.7690000534058,19.088,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R4",5,"low",0.33,0.67,6,1,17.2180001735687,11.034,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R2",2,"low",0.33,0.67,2,2,9.91400003433228,6.212,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R6",4,"low",0.33,0.67,9,3,25.1170001029968,11.635,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R2",3,"low",0.33,0.67,3,2,7.2039999961853,6.305,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R3",1,"low",0.33,0.67,1,3,12.6460001468658,5.752,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R6",2,"low",0.33,0.67,8,2,21.0729999542236,9.977,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R6",3,"low",0.33,0.67,9,2,27.3349997997284,20.615,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R3",5,"low",0.33,0.67,8,1,24.0320000648499,18.737,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R4",6,"low",0.33,0.67,6,2,11.2269999980927,7.133,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R1",2,"low",0.33,0.67,2,1,17.7619998455048,6.301,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R5",2,"low",0.33,0.67,5,3,26.460000038147,21.64,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R4",4,"low",0.33,0.67,5,2,15.1440000534058,11.756,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R3",3,"low",0.33,0.67,3,3,8.40899991989136,5.494,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R3",4,"low",0.33,0.67,7,1,27,10.94,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R5",3,"low",0.33,0.67,6,3,18.7179999351501,9.603,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R3",2,"low",0.33,0.67,2,3,18.4079999923706,13.089,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R4",3,"low",0.33,0.67,5,1,39.691999912262,33.752,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R1",3,"low",0.33,0.67,3,1,15.5240001678467,5.558,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R7",3,"low",0.33,0.67,9,4,41.1839997768402,35.02,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R7",2,"low",0.33,0.67,8,3,40.521999835968,35.364,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R3",6,"low",0.33,0.67,9,1,21.893000125885,13.392,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R4",2,"low",0.33,0.67,4,2,13.7879998683929,9.301,0.34,0.507462686567164
"thinkaloudp0501","Rule_following","R6",1,"low",0.33,0.67,7,2,24.5490000247955,10.059,0.34,0.507462686567164
"thinkaloudp0501","Rule_search","R5",1,"low",0.33,0.67,4,3,35.970999956131,4.216,0.34,0.507462686567164
"thinkaloudp0501","Rule_search","R2",1,"low",0.33,0.67,1,2,48.1749999523163,28.059,0.34,0.507462686567164
"thinkaloudp0501","Rule_search","R4",1,"low",0.33,0.67,4,1,108.735000133514,63.292,0.34,0.507462686567164
"thinkaloudp0501","Rule_search","R1",1,"low",0.33,0.67,1,1,55.2400000095367,25.353,0.34,0.507462686567164
"thinkaloudp0501","Rule_search","R7",1,"low",0.33,0.67,7,3,61.7690000534058,6.17,0.34,0.507462686567164
"thinkaloudp0606","Reading_question","R4",5,"high",0.67,0.83,6,1,75.2220001220703,26.385,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R7",1,"high",0.67,0.83,7,3,128.585999965668,8.766,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R3",4,"high",0.67,0.83,7,1,73.4869999885559,5.4,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R4",3,"high",0.67,0.83,5,1,88.6019999980927,5.442,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R4",2,"high",0.67,0.83,4,2,62.5429997444153,3.993,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R5",3,"high",0.67,0.83,6,3,76.0360000133514,12.741,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R2",2,"high",0.67,0.83,2,2,46.3140001296997,6.479,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R6",4,"high",0.67,0.83,9,3,31.5499999523163,2.354,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R3",6,"high",0.67,0.83,9,1,42.5799999237061,5.958,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R4",4,"high",0.67,0.83,5,2,46.75,7.688,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R6",2,"high",0.67,0.83,8,2,44.7850000858307,8.345,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R3",5,"high",0.67,0.83,8,1,102.62700009346,14.002,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R1",2,"high",0.67,0.83,2,1,57.4210000038147,6.421,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R3",2,"high",0.67,0.83,2,3,58.2709999084473,8.121,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R4",6,"high",0.67,0.83,6,2,61.8499999046326,15.443,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R3",3,"high",0.67,0.83,3,3,41.826000213623,9.921,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R1",1,"high",0.67,0.83,1,1,41.1630001068115,4.049,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R3",1,"high",0.67,0.83,1,3,26.5710000991821,4.787,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R6",3,"high",0.67,0.83,9,2,79.0610001087189,6.785,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R5",1,"high",0.67,0.83,4,3,71.9130001068115,22.415,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R5",2,"high",0.67,0.83,5,3,49.9909999370575,4.396,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R4",1,"high",0.67,0.83,4,1,221.718000173569,15.912,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R1",3,"high",0.67,0.83,3,1,36.6159999370575,7.678,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R2",3,"high",0.67,0.83,3,2,49.2949998378754,7.298,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R2",1,"high",0.67,0.83,1,2,56.1189999580383,4.301,0.16,0.484848484848485
"thinkaloudp0606","Reading_question","R6",1,"high",0.67,0.83,7,2,89.3810000419617,10.012,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R5",2,"high",0.67,0.83,5,3,49.9909999370575,30.834,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R6",1,"high",0.67,0.83,7,2,89.3810000419617,59.232,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R1",1,"high",0.67,0.83,1,1,41.1630001068115,27.098,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R5",1,"high",0.67,0.83,4,3,71.9130001068115,7.553,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R6",2,"high",0.67,0.83,8,2,44.7850000858307,19.583,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R3",4,"high",0.67,0.83,7,1,73.4869999885559,42.518,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R1",3,"high",0.67,0.83,3,1,36.6159999370575,20.35,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R1",2,"high",0.67,0.83,2,1,57.4210000038147,25.214,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R4",4,"high",0.67,0.83,5,2,46.75,17.268,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R6",4,"high",0.67,0.83,9,3,31.5499999523163,21.885,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R4",6,"high",0.67,0.83,6,2,61.8499999046326,33.433,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R4",3,"high",0.67,0.83,5,1,88.6019999980927,25.537,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R2",1,"high",0.67,0.83,1,2,56.1189999580383,26.286,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R5",3,"high",0.67,0.83,6,3,76.0360000133514,54.307,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R3",3,"high",0.67,0.83,3,3,41.826000213623,31.208,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R3",2,"high",0.67,0.83,2,3,58.2709999084473,20.855,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R7",1,"high",0.67,0.83,7,3,128.585999965668,53.71,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R4",5,"high",0.67,0.83,6,1,75.2220001220703,32.868,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R3",6,"high",0.67,0.83,9,1,42.5799999237061,21.133,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R3",5,"high",0.67,0.83,8,1,102.62700009346,67.472,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R6",3,"high",0.67,0.83,9,2,79.0610001087189,54.524,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R4",2,"high",0.67,0.83,4,2,62.5429997444153,29.322,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R2",3,"high",0.67,0.83,3,2,49.2949998378754,40.731,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R2",2,"high",0.67,0.83,2,2,46.3140001296997,30.432,0.16,0.484848484848485
"thinkaloudp0606","Relation_to_goal","R4",1,"high",0.67,0.83,4,1,221.718000173569,46.949,0.16,0.484848484848485
"thinkaloudp0606","Rule_discovery","R2",1,"high",0.67,0.83,1,2,56.1189999580383,20.596,0.16,0.484848484848485
"thinkaloudp0606","Rule_discovery","R7",1,"high",0.67,0.83,7,3,128.585999965668,4.296,0.16,0.484848484848485
"thinkaloudp0606","Rule_discovery","R3",5,"high",0.67,0.83,8,1,102.62700009346,2.211,0.16,0.484848484848485
"thinkaloudp0606","Rule_discovery","R1",2,"high",0.67,0.83,2,1,57.4210000038147,1.416,0.16,0.484848484848485
"thinkaloudp0606","Rule_discovery","R4",1,"high",0.67,0.83,4,1,221.718000173569,84.644,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R3",2,"high",0.67,0.83,2,3,58.2709999084473,27.932,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R7",1,"high",0.67,0.83,7,3,128.585999965668,17.706,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R1",2,"high",0.67,0.83,2,1,57.4210000038147,5.982,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R7",3,"high",0.67,0.83,9,4,70.478,70.215,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R5",2,"high",0.67,0.83,5,3,49.9909999370575,13.825,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R4",2,"high",0.67,0.83,4,2,62.5429997444153,28.204,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R2",2,"high",0.67,0.83,2,2,46.3140001296997,8.615,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R1",3,"high",0.67,0.83,3,1,36.6159999370575,7.834,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R6",1,"high",0.67,0.83,7,2,89.3810000419617,19.316,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R3",5,"high",0.67,0.83,8,1,102.62700009346,4.294,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R5",1,"high",0.67,0.83,4,3,71.9130001068115,40.593,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R3",4,"high",0.67,0.83,7,1,73.4869999885559,24.07,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R4",3,"high",0.67,0.83,5,1,88.6019999980927,56.969,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R4",4,"high",0.67,0.83,5,2,46.75,21.01,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R4",6,"high",0.67,0.83,6,2,61.8499999046326,12.095,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R7",2,"high",0.67,0.83,8,3,50.1319999694824,49.182,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R1",1,"high",0.67,0.83,1,1,41.1630001068115,9.001,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R6",3,"high",0.67,0.83,9,2,79.0610001087189,16.771,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R5",3,"high",0.67,0.83,6,3,76.0360000133514,8.009,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R3",6,"high",0.67,0.83,9,1,42.5799999237061,14.711,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R6",4,"high",0.67,0.83,9,3,31.5499999523163,7.101,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R3",1,"high",0.67,0.83,1,3,26.5710000991821,20.871,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R4",5,"high",0.67,0.83,6,1,75.2220001220703,15.272,0.16,0.484848484848485
"thinkaloudp0606","Rule_following","R6",2,"high",0.67,0.83,8,2,44.7850000858307,16.222,0.16,0.484848484848485
"thinkaloudp0606","Rule_search","R1",2,"high",0.67,0.83,2,1,57.4210000038147,11.733,0.16,0.484848484848485
"thinkaloudp0606","Rule_search","R2",1,"high",0.67,0.83,1,2,56.1189999580383,4.096,0.16,0.484848484848485
"thinkaloudp0606","Rule_search","R4",1,"high",0.67,0.83,4,1,221.718000173569,73.325,0.16,0.484848484848485
"thinkaloudp0606","Rule_search","R3",5,"high",0.67,0.83,8,1,102.62700009346,2.452,0.16,0.484848484848485
"thinkaloudp0606","Rule_search","R7",1,"high",0.67,0.83,7,3,128.585999965668,7.939,0.16,0.484848484848485
